series_id,n,bias,rmse,mae
224,441,-2.8260058114170428,2.833648549941302,2.8260058114170428
225,296,0.579268101241159,0.5834695296303499,0.579268101241159
226,456,-2.4478216583959997,2.45726171943901,2.4478216583959997
227,296,-0.030698007566838267,0.051053064535105205,0.041266126041163684
228,320,-1.8952814605312263,1.8961954580334088,1.8952814605312263
229,525,-1.0627661166357691,1.0633850676235805,1.0627661166357691
230,369,0.9018511636679298,0.9070842113061344,0.9018511636679298
231,213,0.9197040556139906,0.9332795433416767,0.9197040556139905
233,369,-1.6673084844881285,1.6909240806332495,1.6673084844881285
234,273,-2.35113656588611,2.353198483651671,2.35113656588611
235,371,1.6973738701140744,1.698208320686557,1.6973738701140744
236,489,-0.46147079239132405,0.5146307684271706,0.46417304195727477
237,513,-2.172094651551667,2.1742539868793274,2.172094651551667
238,453,1.894706980480295,1.9196950507095745,1.894706980480295
239,105,-0.062445522960241244,0.07881821730791685,0.06607764538962312
240,237,-2.3742084849800364,2.374950964919111,2.3742084849800364
241,201,-0.41039316056530595,0.43107961972290854,0.4103931605653059
242,477,-0.18672041522941424,0.20047746357137092,0.18672041522941424
243,548,1.481162350508261,1.5117423943972268,1.481162350508261
244,333,-4.112996737733462,4.1212063494474185,4.112996737733462
245,261,-1.200401762625221,1.201881815016918,1.200401762625221
246,345,-1.6551824413244176,1.6753854041308565,1.655182441324418
247,285,-0.4418929359733928,0.4579754070379989,0.4418929359733928
248,465,-1.1220838983817951,1.1299220458438382,1.1220838983817951
249,405,0.4216076363022899,0.4323986981170458,0.42160763630229003
250,333,-0.1307940707247237,0.17269113071938896,0.14044836356446844
251,381,-0.855508854622276,0.8817737974760226,0.8560818496978074
252,189,-5.739039634048198,5.752201340707204,5.739039634048199
253,393,1.0901688983059967,1.0948734460015501,1.0901688983059967
254,285,0.48839023681604704,0.497964148831535,0.48839023681604704
255,321,-0.8702332257856068,0.8720045363453846,0.8702332257856066
256,441,1.605214165762933,1.6117324707494656,1.605214165762933
257,368,0.24735193242622602,0.2521219408182824,0.247351932426226
258,93,1.4700609436085161,1.48329450981688,1.4700609436085161
259,141,-0.6900626583461025,0.6916702590168188,0.6900626583461026
260,318,-0.6588428426165099,0.6703507866820014,0.6588428426165099
261,417,0.9992021375726678,1.0275105745159627,0.9992021375726678
262,309,-2.2967499268878244,2.300354079863404,2.2967499268878244
263,441,-0.20166596435562573,0.22808292724102325,0.21156647164061218
264,233,1.3357891999393854,1.3848640396031675,1.3357891999393854
265,441,-0.895250396667247,0.9127116532816624,0.895250396667247
